host response time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identify_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,logP,minimum_minimum_nights,has_availability_no,availability_30,number_of_reviews,number_of_reviews_ltm,Year,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
1,1.00,1.00,2,1,4,4,1,1,3,17,1400,3.15,1,1,11,22,2,2023,4.82,4.82,4.82,4.86,4.91,4.73,4.55,1,0.44
1,1.00,0.94,2,1,1,3,2,1,2,32,1000,3.00,3,1,17,8,1,2023,5,5,5,5,5,4.75,5,2,0.07
1,1.00,0.94,2,1,1,4,2,2,4,33,1500,3.18,3,1,17,41,4,2023,4.88,4.88,4.78,4.98,5,4.38,4.9,2,0.33
1,1.00,1.00,1,1,1,3,1,1,2,45,1500,3.18,2,1,3,11,1,2023,4.73,4.64,4.82,4.91,4.91,4.91,4.55,1,0.29
1,1.00,1.00,2,1,1,4,1,1,2,30,1259,3.10,2,1,8,83,27,2023,4.53,4.41,4.25,4.7,4.78,4.67,4.64,1,1.67
1,1.00,1.00,1,1,1,4,2,2,2,62,5186,3.71,3,1,10,58,20,2023,4.9,4.86,4.79,4.83,4.97,4.81,4.74,1,1.38
1,1.00,0.25,2,1,1,2,1,1,2,27,1000,3.00,30,1,0,6,0,2020,4.17,4.33,4.33,4.33,4,3.83,4.33,2,0.13
1,1.00,0.99,2,1,1,2,1,1,1,28,1000,3.00,21,1,0,1,1,2022,2,4,4,4,2,4,2,1,0.26
1,1.00,1.00,2,1,1,7,3,3,6,50,4455,3.65,3,1,9,202,11,2023,4.89,4.94,4.9,4.92,4.91,4.79,4.88,2,1.84
2,1.00,0.92,1,1,1,3,1,1,2,44,1150,3.06,14,1,5,37,5,2023,4.81,4.81,4.73,4.81,4.81,4.75,4.69,2,0.41
1,1.00,0.98,1,1,1,4,1,1,2,23,880,2.94,1,1,8,221,46,2023,4.8,4.83,4.83,4.76,4.83,4.82,4.77,1,2.49
1,1.00,0.98,1,1,1,4,1,1,2,21,927,2.97,2,1,1,177,25,2023,4.64,4.75,4.73,4.68,4.76,4.7,4.61,2,2.27
2,1.00,1.00,2,1,1,2,1,1,1,43,810,2.91,30,1,0,36,6,2023,4.61,4.64,4.75,4.67,4.81,4.22,4.64,2,0.57
1,1.00,0.93,1,1,1,2,1,1,1,27,1618,3.21,3,1,1,22,5,2023,4.86,4.91,4.82,5,4.91,4.73,4.64,1,0.35
1,1.00,0.98,2,1,1,3,1,1,2,23,1230,3.09,4,1,0,35,27,2023,4.74,4.86,4.8,4.66,4.71,4.74,4.74,2,0.77
1,1.00,1.00,1,1,1,2,2,1,1,42,1600,3.20,30,1,13,17,3,2022,4.94,4.94,4.82,4.76,4.94,4.88,4.88,1,0.33
1,1.00,0.99,1,1,1,6,2,2,2,25,1490,3.17,2,1,9,58,2,2023,4.84,4.9,4.79,4.97,4.93,4.71,4.86,2,1.2
1,1.00,1.00,2,1,1,2,1,1,1,13,1000,3.00,3,1,0,9,4,2023,4.44,4.44,3.67,4.67,4.67,4.78,4.22,2,0.22
1,1.00,0.99,2,1,1,2,1,1,2,21,1000,3.00,21,1,7,5,2,2023,4.4,5,4.6,5,4.8,4.4,4.2,2,0.12
2,0.93,1.00,1,1,4,2,1,1,2,39,1050,3.02,28,1,0,7,4,2023,5,5,5,5,5,5,5,2,0.18
2,1.00,1.00,1,1,1,4,2,2,3,26,2980,3.47,18,1,2,6,5,2023,4.83,4.67,4.33,5,5,4.67,4.5,1,0.45
1,1.00,1.00,1,1,4,4,1,2,3,30,1300,3.11,2,1,5,17,17,2023,4.88,4.94,4.71,4.94,4.94,4.94,4.94,1,2.24
1,0.95,1.00,1,1,4,2,1,1,1,15,450,2.65,1,1,6,43,43,2023,4.91,4.74,4.74,4.84,4.88,4.62,4.88,1,4.8
2,1.00,0.84,2,1,1,2,1,1,1,15,1100,3.04,1,1,18,5,5,2023,5,5,5,5,5,5,5,2,1.52
1,1.00,0.99,1,1,1,2,1,1,1,38,800,2.90,28,1,3,55,2,2023,4.8,4.91,4.78,4.96,4.94,4.35,4.83,1,0.79
1,1.00,0.95,1,1,4,6,6,6,9,30,690,2.84,1,1,3,7,7,2023,5,4.86,4.71,5,5,4.71,5,2,0.82
1,1.00,1.00,2,1,1,2,1,1,1,44,1000,3.00,1,1,7,2,2,2023,5,5,5,5,5,5,5,1,0.88
1,1.00,1.00,1,1,1,4,1,2,2,16,1531,3.18,1,1,25,83,10,2023,4.87,4.94,4.9,4.9,4.92,4.61,4.85,1,1.3
1,1.00,1.00,2,1,1,5,3,2,2,35,2313,3.36,2,1,10,105,46,2023,4.76,4.84,4.71,4.9,4.96,4.66,4.7,2,2.14
1,1.00,0.99,1,1,1,5,2,2,2,33,3000,3.48,3,1,3,136,21,2023,4.99,4.99,4.96,4.99,4.98,4.92,4.93,1,1.93
1,1.00,1.00,1,1,1,2,2,1,1,68,1958,3.29,2,1,7,170,55,2023,4.92,4.96,4.92,4.96,5,4.89,4.86,1,3.42
1,1.00,1.00,1,1,4,3,2,2,2,33,1853,3.27,1,1,13,3,3,2023,4.33,4.67,4.33,4.33,5,5,5,1,1.61
1,1.00,1.00,1,1,1,2,2,1,1,68,1723,3.24,2,1,6,102,40,2023,4.85,4.88,4.81,4.91,4.94,4.8,4.77,1,2.15
1,1.00,1.00,1,1,1,2,2,1,1,67,1723,3.24,1,1,3,136,53,2023,4.85,4.87,4.9,4.93,4.98,4.9,4.8,1,2.86
1,1.00,1.00,2,1,1,2,1,1,1,33,1029,3.01,2,1,0,4,4,2023,5,5,5,5,5,4.5,5,2,1.01
1,1.00,1.00,1,1,1,4,2,2,2,40,3386,3.53,2,1,2,6,6,2023,5,5,4.67,5,5,4.83,4.83,2,2.09
2,1.00,1.00,2,1,1,4,2,2,2,21,2000,3.30,30,1,0,36,5,2023,4.72,4.8,4.72,4.69,4.83,4.31,4.51,2,0.36
1,1.00,1.00,2,1,1,2,1,1,1,37,783,2.89,7,1,21,2,2,2022,5,5,5,5,5,5,5,1,0.37
1,1.00,1.00,2,1,1,6,1,2,3,40,1994,3.30,15,1,0,45,6,2023,4.64,4.82,4.87,4.69,4.8,4.93,4.73,2,0.99
1,1.00,0.96,2,1,4,2,1,1,1,43,814,2.91,3,1,12,10,10,2023,4.9,4.9,5,5,5,4.6,4.9,2,2.22
1,1.00,1.00,1,1,1,16,6,6,10,49,3702,3.57,1,1,4,29,24,2023,5,4.97,4.93,5,5,4.83,4.93,1,0.76
1,1.00,0.99,1,1,1,4,1,2,2,11,3200,3.51,1,1,27,16,16,2023,4.81,4.88,4.75,4.88,4.81,4.88,4.88,1,1.93
1,1.00,0.97,2,2,1,2,2,1,1,42,1314,3.12,30,1,2,132,5,2023,4.78,4.91,4.77,4.98,4.98,4.78,4.81,2,1.45
1,1.00,1.00,1,1,1,10,4,4,5,32,6500,3.81,1,1,11,187,51,2023,4.94,4.94,4.96,4.96,4.91,4.69,4.87,1,2.44
1,1.00,1.00,2,1,1,12,3,3,5,35,5279,3.72,2,1,9,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,0.99,2,1,1,2,1,1,1,25,1077,3.03,30,1,1,7,7,2023,4.86,5,4.86,4.86,4.86,4.86,4.71,1,1.96
2,1.00,0.50,2,1,1,2,1,1,1,31,1816,3.26,7,1,0,101,2,2023,4.63,4.77,4.81,4.86,4.89,4.41,4.62,2,1.07
1,1.00,1.00,2,1,1,10,3,3,5,36,4384,3.64,2,1,10,3,3,2023,4.67,4.67,4.67,5,4.67,4.67,4.67,1,3
1,1.00,0.95,1,1,1,5,2,2,4,48,1572,3.20,1,1,7,217,44,2023,4.89,4.9,4.96,4.91,4.94,4.87,4.89,2,3.27
1,1.00,1.00,2,1,1,6,3,3,4,38,4200,3.62,1,1,13,81,21,2023,4.84,4.73,4.73,4.81,4.77,4.93,4.8,1,1.41
1,1.00,1.00,1,1,1,10,3,3,5,41,2787,3.45,1,1,5,48,47,2023,5,5,4.96,5,5,4.92,4.94,1,3.62
1,1.00,1.00,2,1,4,4,2,2,2,49,1999,3.30,5,1,7,5,5,2023,5,5,5,5,5,5,5,2,3.66
1,1.00,1.00,2,1,3,2,1,1,1,17,650,2.81,1,1,2,87,39,2023,4.51,4.63,4.77,4.71,4.66,4.44,4.63,1,2
1,1.00,1.00,1,1,1,2,1,1,1,38,1700,3.23,1,1,17,14,14,2023,4.79,4.79,4.64,4.86,4.93,4.79,4.71,1,4
2,1.00,0.92,2,1,1,2,2,1,1,29,1729,3.24,3,1,0,132,3,2023,4.89,4.92,4.77,4.86,4.9,4.98,4.82,2,1.21
1,0.97,0.85,2,1,1,2,1,1,1,6,1300,3.11,1,1,10,18,18,2023,4.22,4.44,4.28,4.33,4.28,4.5,4.28,2,1.94
1,1.00,1.00,2,1,4,2,1,1,1,37,871,2.94,3,1,0,1,1,2023,5,5,5,5,5,5,5,1,0.48
1,1.00,1.00,2,1,4,2,1,1,1,29,923,2.97,1,1,6,55,48,2023,4.69,4.73,4.55,4.78,4.8,4.82,4.62,2,1.4
1,1.00,1.00,1,1,4,2,3,1,1,49,1600,3.20,1,1,20,21,16,2023,4.76,4.67,4.48,4.67,4.71,4.71,4.62,1,1.41
1,1.00,1.00,2,1,1,2,1,1,1,32,798,2.90,1,1,23,30,30,2023,4.8,4.87,4.8,4.93,4.93,4.5,4.8,1,2.98
1,1.00,1.00,2,1,1,4,1,1,4,24,990,3.00,1,1,5,19,9,2023,4.53,4.68,4.74,4.63,4.84,4.74,4.79,1,0.48
1,1.00,0.98,2,1,1,2,2,1,1,32,1600,3.20,3,1,13,46,30,2023,4.78,4.89,4.87,4.72,4.78,4.74,4.83,1,0.95
1,1.00,0.99,2,1,1,4,1,2,2,28,1923,3.28,3,1,7,5,5,2023,5,5,4.8,5,5,4.8,4.8,1,1.97
1,1.00,1.00,1,1,1,3,1,1,2,39,1379,3.14,1,1,2,252,14,2023,4.76,4.84,4.77,4.89,4.89,4.71,4.79,1,2.6
1,1.00,0.99,1,1,1,3,1,1,1,45,831,2.92,26,1,0,57,4,2023,4.86,4.86,4.91,4.89,4.98,4.63,4.76,1,0.59
1,1.00,0.96,2,1,1,3,1,1,1,41,950,2.98,14,1,0,69,8,2023,4.52,4.6,4.45,4.7,4.66,4.63,4.54,2,0.76
1,1.00,1.00,2,1,1,4,1,1,3,24,960,2.98,10,1,6,29,3,2022,4.72,4.76,4.72,4.76,4.66,4.59,4.79,1,0.7
1,1.00,1.00,2,1,1,3,1,1,1,17,595,2.77,30,1,0,1,1,2023,5,5,5,5,5,4,5,1,0.53
3,0.80,0.82,2,1,1,2,2,1,1,29,920,2.96,4,1,0,40,8,2023,4.64,4.67,4.41,4.64,4.85,4.79,4.67,2,0.49
1,1.00,0.99,2,1,1,4,2,2,2,31,2749,3.44,1,1,2,128,5,2022,4.68,4.84,4.78,4.91,4.81,4.48,4.63,1,1.57
3,1.00,0.75,2,1,4,2,1,1,1,20,1550,3.19,3,1,0,56,4,2023,4.82,4.91,4.78,4.79,4.82,4.55,4.81,2,0.69
1,1.00,1.00,2,2,1,3,2,1,1,52,1200,3.08,5,1,3,16,4,2023,4.69,4.88,4.75,4.81,5,4.44,4.69,1,0.27
2,1.00,0.95,2,1,1,2,1,1,1,20,1975,3.30,7,1,0,3,1,2023,5,5,5,5,5,4.5,5,2,0.05
1,1.00,1.00,2,1,1,3,1,1,1,29,2580,3.41,28,1,0,113,2,2022,4.75,4.89,4.81,4.78,4.88,4.86,4.71,2,1.68
3,0.80,0.50,2,1,4,4,2,1,4,46,389,2.59,4,1,3,3,1,2023,5,4.67,4.67,5,5,5,4.67,2,0.05
1,1.00,1.00,2,1,1,2,1,1,1,24,957,2.98,20,1,6,2,2,2023,4.5,4.5,5,5,5,5,4.5,1,0.87
1,0.82,0.98,2,1,1,2,1,1,1,20,625,2.80,28,1,6,9,6,2023,4.56,4.56,3.89,4.33,4.89,4.78,4.56,2,0.24
1,0.70,1.00,2,1,1,3,1,1,1,42,1299,3.11,5,1,8,24,11,2023,4.42,4.42,3.96,4.46,4.54,4.67,4.33,1,0.64
2,0.90,0.82,2,1,1,3,1,1,2,17,980,2.99,7,1,0,9,5,2023,4.75,4.63,4.38,5,5,4.75,4.63,2,0.25
1,1.00,1.00,2,1,1,6,3,3,4,42,4112,3.61,1,1,11,7,7,2022,4.43,4.71,4.43,5,4.71,4.86,4.29,2,0.61
1,0.99,0.99,2,1,1,2,1,1,1,58,1200,3.08,1,1,0,26,25,2023,4.73,4.69,4.77,4.81,4.92,4.62,4.73,1,1.93
1,1.00,1.00,2,1,1,2,1,1,1,6,1699,3.23,30,1,0,2,2,2023,3,3.5,3.5,4,3.5,4.5,3.5,1,0.5
1,1.00,1.00,2,1,4,2,1,1,1,37,550,2.74,30,1,0,2,2,2023,4.5,4.5,5,5,5,3,4.5,2,1.33
1,1.00,1.00,2,1,4,3,1,1,1,31,838,2.92,1,1,4,7,7,2023,5,4.86,5,5,5,5,5,1,2.76
1,1.00,1.00,1,1,1,2,1,1,1,37,1700,3.23,30,1,5,4,4,2023,5,5,5,5,5,5,4.75,2,1.48
1,1.00,0.97,1,1,1,2,1,1,1,46,423,2.63,20,1,1,1,1,2023,5,5,5,5,5,5,4,1,0.65
1,0.97,1.00,2,1,1,2,1,1,1,25,450,2.65,1,1,13,7,7,2023,4.71,4.86,4.71,4.71,4.71,4,5,2,3.68
1,1.00,0.98,2,1,1,2,1,1,1,6,748,2.87,28,1,0,9,9,2023,5,5,5,5,5,5,5,1,7.94
1,1.00,0.97,2,1,1,2,1,1,1,21,1450,3.16,25,1,0,1,1,2023,5,5,5,5,5,5,5,1,0.79
1,1.00,0.94,1,1,1,4,1,2,2,36,1500,3.18,30,1,0,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,1.00,2,2,1,2,1,1,1,32,999,3.00,30,1,0,11,3,2022,4.55,4.55,4.27,4.7,4.8,4.9,4.5,2,0.15
1,1.00,0.92,1,1,1,2,1,1,1,21,999,3.00,30,1,0,9,1,2023,5,5,4.78,5,5,4.78,5,1,0.13
1,1.00,0.99,1,2,1,2,1,1,1,24,950,2.98,1,1,22,89,32,2023,4.74,4.83,4.83,4.88,4.8,4.61,4.79,1,1.79
1,1.00,1.00,2,2,1,2,1,1,1,12,1000,3.00,7,1,0,5,0,2020,5,5,5,5,5,4.4,5,2,0.13
1,1.00,1.00,2,1,1,2,2,1,1,13,700,2.85,18,1,11,2,0,2021,4,4.5,3.5,5,5,5,4,2,0.08
1,1.00,1.00,2,1,1,2,1,1,1,28,1226,3.09,30,1,0,15,13,2022,4.6,4.87,4.8,4.93,4.8,4.6,4.73,2,1.2
1,0.98,0.98,1,1,1,4,1,2,2,46,2850,3.45,28,1,0,12,12,2023,5,4.83,4.92,5,5,4.83,4.92,2,1.03
2,1.00,0.96,2,1,1,3,1,1,1,11,799,2.90,1,1,2,1,1,2023,5,5,5,5,5,5,5,2,0.91
1,1.00,0.96,1,2,4,2,1,1,1,27,1200,3.08,30,1,2,1,1,2023,5,5,5,5,5,5,5,1,0.65
1,1.00,0.98,2,1,1,2,1,2,2,32,1750,3.24,1,1,3,2,2,2023,5,5,5,5,5,5,5,1,2
1,1.00,0.99,2,1,1,4,1,2,2,37,1375,3.14,1,1,9,3,3,2023,5,5,5,5,5,5,5,1,3
1,1.00,1.00,1,1,1,3,2,1,1,66,1549,3.19,28,1,0,10,7,2023,5,5,4.9,5,5,4.9,4.9,1,0.31
1,1.00,1.00,1,1,1,6,3,3,4,80,4102,3.61,1,1,6,28,28,2023,4.71,4.71,4.75,4.86,4.82,4.75,4.71,2,2.77
1,1.00,0.99,1,1,1,6,2,2,3,26,2176,3.34,14,1,0,4,4,2023,5,5,5,4.75,5,5,4.5,2,1.25
1,1.00,1.00,1,1,1,4,1,1,2,43,800,2.90,14,1,10,3,3,2023,5,5,5,5,5,5,4.67,2,0.34
1,1.00,1.00,1,1,4,2,1,1,1,24,950,2.98,2,1,6,129,53,2023,4.84,4.91,4.89,4.95,4.95,4.6,4.81,2,2.57
1,1.00,0.98,1,1,1,6,2,2,2,59,2627,3.42,1,1,5,3,3,2023,5,5,5,5,5,4.67,5,2,3
1,1.00,1.00,1,1,1,4,1,1,3,20,1200,3.08,1,1,0,178,16,2023,4.93,4.92,4.81,4.9,4.95,4.92,4.82,1,2.41
1,1.00,0.99,2,1,1,2,1,1,1,26,1000,3.00,21,1,4,27,4,2023,4.37,4.33,4.37,4.67,4.74,4.26,4.48,1,0.59
1,1.00,1.00,1,1,1,2,1,1,1,24,950,2.98,15,1,0,52,6,2023,4.9,4.88,4.85,4.98,5,4.42,4.83,2,0.73
1,0.98,0.99,2,1,1,4,1,2,2,23,1428,3.15,1,1,11,20,20,2023,4.9,4.9,4.85,4.9,5,4.5,4.9,1,2.79
1,0.99,1.00,1,1,4,2,1,1,1,18,560,2.75,1,1,8,117,53,2023,4.85,4.87,4.82,4.92,4.89,4.49,4.9,2,2.59
1,1.00,0.85,1,1,1,3,1,1,1,14,1226,3.09,2,1,8,5,5,2023,5,5,4.8,5,5,4.8,5,1,5
1,1.00,1.00,1,1,4,2,1,1,1,22,950,2.98,2,1,10,128,41,2023,4.83,4.91,4.89,4.95,4.96,4.66,4.84,2,2.54
1,0.99,1.00,1,1,4,3,1,1,1,27,471,2.67,1,1,9,97,41,2023,4.86,4.94,4.81,4.94,4.92,4.46,4.85,2,2.16
1,1.00,1.00,1,1,1,4,1,2,3,41,1700,3.23,3,1,10,11,11,2023,4.91,4.73,4.82,4.82,4.82,4.82,4.73,2,3.4
1,1.00,0.99,2,1,1,3,1,1,2,33,2800,3.45,28,1,0,4,2,2022,4.75,5,4.75,4.75,4.5,4.25,4.75,1,0.25
1,1.00,1.00,1,1,1,4,1,1,1,36,2489,3.40,1,1,4,51,12,2023,4.96,5,4.94,5,5,4.97,4.92,1,1.02
1,1.00,1.00,2,1,1,3,2,1,1,27,690,2.84,1,1,8,54,10,2023,4.91,4.87,4.89,4.93,4.98,4.83,4.89,2,1.27
1,1.00,0.99,1,1,4,2,1,1,1,20,1991,3.30,1,1,6,155,50,2023,4.95,4.96,4.96,4.91,4.93,4.66,4.87,2,2.66
1,1.00,0.97,2,1,1,3,1,1,2,27,1450,3.16,21,1,0,5,4,2023,4.2,4,4.6,4.2,4,3.8,4,1,0.1
1,1.00,0.99,2,1,1,2,1,1,2,26,1000,3.00,21,1,0,12,2,2023,4.42,4.42,3.67,4.67,4.58,4.83,4.5,1,0.26
1,1.00,0.25,2,1,1,2,1,1,2,20,1000,3.00,30,1,0,7,0,2020,3.57,4.29,4,4.57,4.29,4.71,4.43,1,0.15
1,1.00,1.00,2,1,1,4,2,2,1,24,950,2.98,1,1,0,77,2,2022,4.53,4.6,4.6,4.71,4.68,3.94,4.58,1,1.63
1,1.00,1.00,1,1,4,3,1,1,1,31,951,2.98,1,1,0,287,33,2023,4.82,4.86,4.89,4.87,4.85,4.73,4.82,2,3.84
2,1.00,1.00,2,1,4,2,2,1,1,47,790,2.90,30,1,0,17,0,2021,4.53,4.6,4.27,4.53,4.53,4.27,4.47,2,0.23
1,1.00,1.00,2,1,1,2,1,1,1,44,1285,3.11,1,1,0,61,8,2023,4.93,4.97,4.84,4.89,4.97,4.56,4.84,2,0.87
1,1.00,1.00,1,1,1,10,3,4,5,54,3510,3.55,1,1,6,165,24,2023,4.81,4.82,4.81,4.88,4.93,3.99,4.72,1,2.48
1,1.00,0.98,1,1,1,4,1,1,3,26,1105,3.04,3,1,0,120,11,2023,4.73,4.78,4.84,4.82,4.85,4.67,4.7,2,1.93
1,1.00,1.00,2,1,1,3,1,2,2,31,1292,3.11,30,1,0,54,6,2023,4.72,4.78,4.54,4.85,4.89,4.89,4.74,1,0.96
1,1.00,0.99,1,1,1,3,1,1,2,51,793,2.90,28,1,0,13,2,2023,4.85,4.85,4.92,5,5,4,4.38,1,0.24
1,1.00,1.00,2,1,1,2,1,1,1,25,900,2.95,28,1,0,48,2,2023,4.88,4.92,4.88,4.9,4.9,4.56,4.81,2,0.94
1,1.00,1.00,1,1,1,3,1,1,1,24,943,2.97,1,1,9,41,41,2023,4.9,4.9,4.78,4.66,4.93,4.59,4.83,2,3.88
1,1.00,1.00,2,1,4,2,3,1,1,14,550,2.74,1,1,0,5,5,2023,3.6,3.4,3.2,4.4,4.6,4.4,3.8,1,0.44
1,0.98,0.88,2,1,1,3,1,1,2,19,2800,3.45,7,1,0,6,6,2023,4.5,4.67,4.83,4.67,5,4.83,4.67,2,0.68
1,1.00,1.00,2,1,1,2,1,1,2,51,1733,3.24,3,1,14,3,3,2023,5,5,5,5,5,5,5,2,3
2,1.00,0.86,1,1,1,3,1,1,1,40,757,2.88,7,1,0,39,7,2023,4.85,4.85,4.92,4.9,4.95,4.64,4.85,2,0.73
1,0.91,0.94,2,1,1,2,1,1,1,41,578,2.76,4,1,14,46,20,2023,4.69,4.82,4.71,4.84,4.84,4.33,4.8,2,1
1,1.00,1.00,1,1,4,4,1,1,4,17,2029,3.31,1,1,11,9,9,2023,5,4.89,4.89,4.78,4.89,4.67,4.78,1,0.86
1,1.00,1.00,1,1,1,3,1,1,1,39,1500,3.18,1,1,4,2,2,2023,5,4.5,5,5,5,5,4.5,2,0.66
1,1.00,1.00,2,1,1,3,1,1,1,31,979,2.99,1,1,9,36,10,2023,4.89,4.97,4.92,4.89,4.97,4.28,4.86,1,0.78
1,0.99,0.84,2,1,1,2,1,1,1,47,1114,3.05,10,1,12,9,3,2023,4.67,4.78,4.33,4.22,4.56,4.67,4.56,1,0.28
1,1.00,1.00,1,1,1,2,2,1,1,67,1752,3.24,1,1,3,105,43,2023,4.86,4.9,4.84,4.93,4.93,4.79,4.86,1,2.27
1,1.00,0.94,1,1,1,3,1,1,1,15,1150,3.06,30,1,0,114,2,2023,4.74,4.88,4.84,4.85,4.86,4.93,4.73,2,1.1
1,1.00,1.00,1,1,1,2,2,1,1,39,1629,3.21,30,1,0,74,6,2023,4.86,4.95,4.88,4.78,4.95,4.56,4.78,1,0.93
1,1.00,1.00,1,1,1,2,1,1,1,17,1550,3.19,20,1,0,5,3,2023,5,5,5,5,5,5,5,2,0.18
1,1.00,0.74,1,1,1,2,1,1,1,26,1000,3.00,30,1,0,7,5,2022,4.86,4.86,4.71,4.86,4.86,4.86,4.86,2,0.47
1,0.90,1.00,2,1,1,2,1,1,2,46,1000,3.00,30,1,0,2,2,2023,5,5,4.5,5,5,5,4.5,1,0.22
1,0.90,1.00,2,1,1,2,1,1,2,45,1000,3.00,30,1,0,1,1,2023,5,5,5,5,5,5,5,1,0.44
1,1.00,1.00,2,1,1,2,1,1,1,43,1790,3.25,3,1,0,3,3,2023,5,5,5,5,5,5,5,1,3
1,1.00,0.99,1,1,1,4,1,2,2,39,1473,3.17,17,1,22,45,2,2022,4.96,4.98,4.93,4.98,4.93,4.64,4.89,1,0.61
1,1.00,1.00,1,1,1,3,1,1,2,17,356,2.55,28,1,0,2,2,2023,4.5,4.5,4.5,5,5,4.5,5,1,0.59
1,1.00,1.00,1,1,4,4,2,2,2,46,3020,3.48,1,1,3,1,1,2022,5,5,5,4,5,5,5,1,0.17
2,1.00,1.00,1,1,1,2,1,1,1,30,1050,3.02,20,1,1,92,6,2023,4.87,4.91,4.87,4.91,4.99,4.64,4.84,2,0.9
1,1.00,1.00,1,1,1,4,1,2,2,60,3269,3.51,2,1,6,10,10,2023,4.9,4.9,4.6,4.6,5,4.9,4.6,1,4.35
3,1.00,1.00,2,1,1,2,1,1,2,52,1900,3.28,2,1,0,19,5,2023,4.95,4.95,4.79,5,4.95,4.74,4.95,1,0.32
1,1.00,0.99,2,1,1,2,1,1,1,34,2404,3.38,1,1,3,98,3,2023,4.68,4.74,4.79,4.81,4.72,4.4,4.62,1,1.3
3,1.00,1.00,2,1,1,6,3,3,3,52,1800,3.26,20,1,0,5,4,2023,4.2,4.2,4.2,4.6,4.4,4.2,4.4,2,0.4
3,1.00,0.95,2,1,4,2,1,1,1,15,1900,3.28,30,1,15,4,1,2022,4.25,4.5,4.75,5,5,3.5,4.25,2,0.04
1,0.94,1.00,2,1,1,10,3,4,4,28,1943,3.29,1,1,9,77,53,2023,4.49,4.51,4.21,4.6,4.66,4.3,4.65,1,1.87
1,1.00,1.00,2,1,1,2,1,1,2,28,1200,3.08,20,1,20,27,2,2022,4.67,4.7,4.63,5,4.85,4.93,4.48,2,0.35
1,0.99,0.99,2,1,1,3,1,1,2,51,1371,3.14,1,1,10,241,59,2023,4.76,4.77,4.71,4.88,4.9,4.51,4.78,2,3.44
1,1.00,1.00,2,1,1,16,5,9,15,77,9870,3.99,1,1,11,169,5,2023,4.55,4.59,4.71,4.76,4.8,4.21,4.56,2,1.65
1,1.00,1.00,2,1,1,12,4,6,11,77,7197,3.86,1,1,11,179,26,2023,4.68,4.67,4.78,4.79,4.89,4.34,4.59,2,1.87
1,1.00,1.00,1,1,1,2,2,1,2,59,1700,3.23,21,1,3,12,3,2023,5,4.75,4.83,5,5,5,4.92,1,0.23
1,1.00,0.87,2,1,1,3,1,1,1,45,1735,3.24,2,1,5,1,1,2023,5,5,5,5,5,5,5,2,1
1,1.00,1.00,1,1,1,2,1,1,1,39,850,2.93,30,1,0,1,1,2022,5,5,5,5,5,5,3,1,0.27
1,1.00,1.00,2,1,1,4,2,2,2,34,1611,3.21,1,1,7,28,16,2023,4.89,4.86,4.79,4.96,5,4.79,4.93,2,0.43
2,1.00,1.00,2,1,4,4,1,2,2,47,1250,3.10,15,1,1,1,1,2023,5,5,5,5,5,5,5,2,0.63
1,1.00,1.00,1,1,4,3,1,1,1,24,940,2.97,1,1,16,8,8,2023,4.88,4.5,4.5,4.63,4.88,4.63,4.88,1,2.5
1,1.00,1.00,2,2,3,3,1,1,2,26,4179,3.62,1,1,15,8,1,2023,4.88,4.88,4.88,5,4.88,4.75,4.75,1,0.18
1,1.00,1.00,2,1,1,2,1,1,1,38,1800,3.26,7,1,7,5,5,2023,5,5,5,4.8,5,5,5,1,1.09
1,1.00,1.00,1,1,4,3,1,1,1,26,1900,3.28,1,1,11,88,48,2023,4.91,4.88,4.82,4.94,4.89,4.68,4.76,1,1.44
1,1.00,0.97,1,1,1,2,1,1,1,12,1000,3.00,18,1,4,7,7,2023,4.86,5,4.71,4.57,5,4.71,5,2,1.4
1,0.68,0.99,2,1,4,2,2,1,1,44,849,2.93,1,1,6,13,13,2023,4.85,4.85,4.85,4.54,4,4.46,4.69,1,1.33
1,1.00,1.00,2,1,4,7,1,2,4,52,5235,3.72,1,1,7,18,4,2023,4.72,4.83,5,5,4.78,5,4.78,1,0.45
1,1.00,0.98,1,1,1,6,2,2,4,26,2645,3.42,3,1,0,109,50,2023,4.77,4.88,4.91,4.74,4.83,4.94,4.7,1,2.28
1,1.00,0.99,1,1,3,2,7,1,1,33,756,2.88,1,1,8,21,16,2023,4.95,4.95,4.95,4.95,4.95,4.76,4.86,2,0.47
1,1.00,0.93,1,1,4,3,1,1,1,27,1371,3.14,3,1,0,14,8,2023,4.86,4.93,4.64,5,4.93,5,4.79,2,0.29
1,1.00,1.00,2,1,1,6,2,1,4,32,2673,3.43,3,1,10,31,11,2023,4.71,4.74,4.84,4.77,4.77,4.58,4.77,2,0.67
1,1.00,0.99,1,1,4,2,1,1,1,38,1420,3.15,1,1,13,10,10,2023,5,5,5,5,5,4.6,5,1,1.85
2,1.00,0.94,2,1,1,2,1,1,1,17,1200,3.08,6,1,1,9,8,2023,4.88,4.75,4.88,5,5,5,4.63,2,0.23
